0	2	0.4	0.0	0.0	0	0	255	0.0	0.0	0.0	255	0	0	
1	2	0.4	2.5E-6	0.0	0	0	255	0.0	-1.25E-7	0.0	255	0	0	
2	2	0.39984408	0.012500793	0.0	0	0	255	7.812832E-6	-6.250592E-4	0.0	255	0	0	
3	2	0.39937657	0.024988644	0.0	0	0	255	3.1235955E-5	-0.0012494442	0.0	255	0	0	
4	2	0.3985981	0.03745635	0.0	0	0	255	7.0231996E-5	-0.0018728346	0.0	255	0	0	
5	2	0.3975097	0.049893048	0.0	0	0	255	1.2473942E-4	-0.0024947312	0.0	255	0	0	
6	2	0.39611283	0.06228934	0.0	0	0	255	1.9467268E-4	-0.0031145585	0.0	255	0	0	
7	2	0.3944094	0.07463654	0.0	0	0	255	2.79922E-4	-0.0037318096	0.0	255	0	0	
8	2	0.39240175	0.08692072	0.0	0	0	255	3.8035426E-4	-0.0043461057	0.0	255	0	0	
9	2	0.39009282	0.09913643	0.0	0	0	255	4.95814E-4	-0.0049570464	0.0	255	0	0	
10	2	0.38748595	0.11127362	0.0	0	0	255	6.261263E-4	-0.005563757	0.0	255	0	0	
11	2	0.3845851	0.1233203	0.0	0	0	255	7.710908E-4	-0.0061661396	0.0	255	0	0	
12	2	0.3813948	0.1352729	0.0	0	0	255	9.304906E-4	-0.006763728	0.0	255	0	0	
13	2	0.37792018	0.14711608	0.0	0	0	255	0.0011040894	-0.0073558413	0.0	255	0	0	
14	2	0.37416723	0.15884799	0.0	0	0	255	0.0012916364	-0.007942223	0.0	255	0	0	
15	2	0.37014267	0.17045283	0.0	0	0	255	0.001492857	-0.008522444	0.0	255	0	0	
16	2	0.3658541	0.18193084	0.0	0	0	255	0.0017074699	-0.009096698	0.0	255	0	0	
17	2	0.3613038	0.19327188	0.0	0	0	255	0.0019351726	-0.009663362	0.0	255	0	0	
18	2	0.3564868	0.20446807	0.0	0	0	255	0.0021756573	-0.010223407	0.0	255	0	0	
19	2	0.3514296	0.2155125	0.0	0	0	255	0.002428588	-0.010775502	0.0	255	0	0	
20	2	0.34613246	0.2263996	0.0	0	0	255	0.0026936643	-0.011319816	0.0	255	0	0	
21	2	0.34058905	0.23712477	0.0	0	0	255	0.0029705116	-0.01185614	0.0	255	0	0	
22	2	0.33483303	0.24768399	0.0	0	0	255	0.0032587843	-0.012384085	0.0	255	0	0	
23	2	0.32883638	0.25806317	0.0	0	0	255	0.0035581521	-0.012903254	0.0	255	0	0	
24	2	0.32263985	0.26826766	0.0	0	0	255	0.0038682288	-0.013413377	0.0	255	0	0	
25	2	0.31623113	0.27829614	0.0	0	0	255	0.0041886475	-0.013914419	0.0	255	0	0	
26	2	0.30961728	0.28812915	0.0	0	0	255	0.0045190724	-0.014406156	0.0	255	0	0	
27	2	0.30282083	0.29776555	0.0	0	0	255	0.0048591006	-0.014888391	0.0	255	0	0	
